2015-11-16;         47;Alcatel                                           ;Smarthphones y Masivos;               79;           0;                 0;               0;          79;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;ALC 1030                                          
2015-11-23;         48;Apple                                             ;iPhone y Premium      ;              689;        1820;               161;            1981;        2670;66,0                ;89,0                ;          30;          30;          1;Terminales                                        ;APP 6S PLUS 16GB                                  
2015-11-23;         48;Apple                                             ;iPhone y Premium      ;              489;         415;                74;             489;         978;15,8                ;31,5                ;          31;          31;          1;Terminales                                        ;APP 6S PLUS 64GB                                  
2015-11-23;         48;Apple                                             ;iPhone y Premium      ;                6;           0;                 0;               0;           6;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;APP 6S PLUS DEMO                                  
2015-11-23;         48;Apple                                             ;iPhone y Premium      ;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          1;Terminales                                        ;Apple Mini 32 GB                                  
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;             1930;         769;                61;             830;        2760;57,2                ;190,3               ;          16;          29;          2;Peru                                              ;APP 6 Plus 16GB                                   
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               62;           0;                 0;               0;          62;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 3GS 32GB                                      
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;              101;           6;                 0;               6;         107;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 3GS 8GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               42;           0;                 0;               0;          42;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 4 16GB                                        
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               10;           3;                 0;               3;          13;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 4 32GB                                        
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;              189;          38;                 1;              39;         228;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 4 8GB                                         
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               14;          26;                 4;              30;          44;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 4S 16GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;                3;           5;                 0;               5;           8;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 4S 32GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;                4;           2;                 0;               2;           6;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 4S 64GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               36;         311;                 5;             316;         352;316,0               ;352,0               ;           1;           2;          2;Terminales                                        ;APP 4S 8GB                                        
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;                4;           7;                 5;              12;          16;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 5 16GB                                        
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;                1;           1;                 0;               1;           2;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 5 64GB                                        
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;              105;          96;                19;             115;         220;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 5C 16GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               58;         396;                11;             407;         465;203,5               ;232,5               ;           1;           4;          2;Terminales                                        ;APP 5C 8GB                                        
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               68;        1320;              1543;            2863;        2931;5,1                 ;5,2                 ;         533;        1118;          2;Terminales                                        ;APP 5S 16GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               56;          60;                 8;              68;         124;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 5S 32GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               16;           3;                 0;               3;          19;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 5S 64GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               18;          62;                 0;              62;          80;-124,0              ;-160,0              ;          -2;          -1;          2;Terminales                                        ;APP 6 128GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;             7809;        4058;               564;            4622;       12431;16,9                ;45,5                ;         280;         547;          2;Terminales                                        ;APP 6 16GB                                        
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;                7;         435;                12;             447;         454;11,2                ;11,3                ;          30;          80;          2;Terminales                                        ;APP 6 64GB                                        
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               29;         252;                 9;             261;         290;130,5               ;145,0               ;           1;           4;          2;Terminales                                        ;APP 6 Plus 16GB                                   
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;                3;           9;                 0;               9;          12;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 6 Plus 64GB                                   
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;              157;         291;                25;             316;         473;39,5                ;59,1                ;          12;          16;          2;Terminales                                        ;APP 6S 128GB                                      
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;             6407;        6553;               402;            6955;       13362;37,3                ;71,6                ;         171;         373;          2;Terminales                                        ;APP 6S 16GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;              204;        1549;               113;            1662;        1866;17,8                ;20,0                ;          78;         187;          2;Terminales                                        ;APP 6S 64GB                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;               11;           0;                 0;               0;          11;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 6S DEMO                                       
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;              666;        1905;                78;            1983;        2649;84,4                ;112,7               ;          17;          47;          2;Terminales                                        ;APP 6S PLUS 16GB                                  
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;              479;         445;                30;             475;         954;17,3                ;34,7                ;          24;          55;          2;Terminales                                        ;APP 6S PLUS 64GB                                  
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;                6;           0;                 0;               0;           6;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;APP 6S PLUS DEMO                                  
2015-11-24;         48;Apple                                             ;iPhone y Premium      ;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          2;Terminales                                        ;Apple Mini 32 GB                                  
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;             1924;         755;                61;             816;        2740;51,0                ;171,3               ;          19;          48;          3;Peru                                              ;APP 6 Plus 16GB                                   
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               62;           0;                 0;               0;          62;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 3GS 32GB                                      
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;              101;           6;                 0;               6;         107;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 3GS 8GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               42;           0;                 0;               0;          42;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 4 16GB                                        
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               10;           3;                 0;               3;          13;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 4 32GB                                        
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;              189;          38;                 1;              39;         228;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 4 8GB                                         
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               14;          26;                 4;              30;          44;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 4S 16GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;                3;           5;                 0;               5;           8;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 4S 32GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;                4;           2;                 0;               2;           6;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 4S 64GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               36;         309;                 5;             314;         350;235,5               ;262,5               ;           2;           4;          3;Terminales                                        ;APP 4S 8GB                                        
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;                4;           7;                 5;              12;          16;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 5 16GB                                        
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;                1;           1;                 0;               1;           2;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 5 64GB                                        
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;              105;         105;                10;             115;         220;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 5C 16GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               44;         386;                26;             412;         456;82,4                ;91,2                ;          11;          15;          3;Terminales                                        ;APP 5C 8GB                                        
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;              228;        1249;              1345;            2594;        2822;5,5                 ;6,0                 ;         296;        1414;          3;Terminales                                        ;APP 5S 16GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               56;          60;                 8;              68;         124;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 5S 32GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               16;           3;                 0;               3;          19;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 5S 64GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               18;          61;                 0;              61;          79;S.C.                ;S.C.                ;           1;           0;          3;Terminales                                        ;APP 6 128GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;             9040;        3860;               771;            4631;       13671;17,3                ;51,1                ;         255;         802;          3;Terminales                                        ;APP 6 16GB                                        
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;                7;         391;                 9;             400;         407;10,7                ;10,9                ;          32;         112;          3;Terminales                                        ;APP 6 64GB                                        
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               29;         251;                 7;             258;         287;86,0                ;95,7                ;           5;           9;          3;Terminales                                        ;APP 6 Plus 16GB                                   
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;                3;           9;                 0;               9;          12;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 6 Plus 64GB                                   
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;              456;         283;                26;             309;         765;38,6                ;95,6                ;           8;          24;          3;Terminales                                        ;APP 6S 128GB                                      
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;            12858;        6453;               473;            6926;       19784;38,5                ;109,9               ;         167;         540;          3;Terminales                                        ;APP 6S 16GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;             2275;        1436;               136;            1572;        3847;15,8                ;38,7                ;         111;         298;          3;Terminales                                        ;APP 6S 64GB                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;               11;           0;                 0;               0;          11;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 6S DEMO                                       
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;              883;        1921;                83;            2004;        2887;93,9                ;135,3               ;          17;          64;          3;Terminales                                        ;APP 6S PLUS 16GB                                  
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;              450;         423;                49;             472;         922;16,5                ;32,2                ;          31;          86;          3;Terminales                                        ;APP 6S PLUS 64GB                                  
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;                6;           0;                 0;               0;           6;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;APP 6S PLUS DEMO                                  
2015-11-25;         48;Apple                                             ;iPhone y Premium      ;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          3;Terminales                                        ;Apple Mini 32 GB                                  
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;             1917;         747;                60;             807;        2724;51,2                ;173,0               ;          15;          63;          4;Peru                                              ;APP 6 Plus 16GB                                   
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               62;           0;                 0;               0;          62;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 3GS 32GB                                      
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;              101;           6;                 0;               6;         107;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 3GS 8GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               42;           0;                 0;               0;          42;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 4 16GB                                        
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               10;           3;                 0;               3;          13;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 4 32GB                                        
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;              189;          38;                 1;              39;         228;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 4 8GB                                         
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               14;          28;                 2;              30;          44;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 4S 16GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;                3;           5;                 0;               5;           8;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 4S 32GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;                4;           2;                 0;               2;           6;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 4S 64GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               36;         310;                 2;             312;         348;208,0               ;232,0               ;           2;           6;          4;Terminales                                        ;APP 4S 8GB                                        
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;                4;           9;                 3;              12;          16;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 5 16GB                                        
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;                1;           1;                 0;               1;           2;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 5 64GB                                        
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;              105;         106;                 9;             115;         220;460,0               ;880,0               ;           1;           1;          4;Terminales                                        ;APP 5C 16GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               44;         390;                22;             412;         456;86,7                ;96,0                ;           4;          19;          4;Terminales                                        ;APP 5C 8GB                                        
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;              234;        1649;               516;            2165;        2399;4,7                 ;5,2                 ;         431;        1845;          4;Terminales                                        ;APP 5S 16GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               56;          61;                 7;              68;         124;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 5S 32GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               16;           3;                 0;               3;          19;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 5S 64GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               18;          60;                 0;              60;          78;240,0               ;312,0               ;           1;           1;          4;Terminales                                        ;APP 6 128GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;             8828;        3799;               767;            4566;       13394;16,9                ;49,7                ;         277;        1079;          4;Terminales                                        ;APP 6 16GB                                        
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;                7;         336;                11;             347;         354;8,3                 ;8,4                 ;          56;         168;          4;Terminales                                        ;APP 6 64GB                                        
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               29;         251;                 7;             258;         287;114,7               ;127,6               ;           0;           9;          4;Terminales                                        ;APP 6 Plus 16GB                                   
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;                3;           8;                 0;               8;          11;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 6 Plus 64GB                                   
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;              425;         286;                42;             328;         753;37,5                ;86,1                ;          11;          35;          4;Terminales                                        ;APP 6S 128GB                                      
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;            12738;        6462;               391;            6853;       19591;37,7                ;107,8               ;         187;         727;          4;Terminales                                        ;APP 6S 16GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;             2244;        1409;                78;            1487;        3731;14,5                ;36,3                ;         113;         411;          4;Terminales                                        ;APP 6S 64GB                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;               10;           0;                 0;               0;          10;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 6S DEMO                                       
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;              861;        1931;                75;            2006;        2867;101,6               ;145,2               ;          15;          79;          4;Terminales                                        ;APP 6S PLUS 16GB                                  
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;              414;         421;                66;             487;         901;18,4                ;34,0                ;          20;         106;          4;Terminales                                        ;APP 6S PLUS 64GB                                  
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;                6;           0;                 0;               0;           6;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;APP 6S PLUS DEMO                                  
2015-11-26;         48;Apple                                             ;iPhone y Premium      ;                1;           0;                 0;               0;           1;S.C.                ;S.C.                ;           0;           0;          4;Terminales                                        ;Apple Mini 32 GB                                  
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          16;          79;          5;Peru                                              ;APP 6 Plus 16GB                                   
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           1;           7;          5;Terminales                                        ;APP 4S 8GB                                        
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           0;           1;          5;Terminales                                        ;APP 5C 16GB                                       
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           5;          24;          5;Terminales                                        ;APP 5C 8GB                                        
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;         383;        2228;          5;Terminales                                        ;APP 5S 16GB                                       
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           0;           1;          5;Terminales                                        ;APP 6 128GB                                       
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;         275;        1354;          5;Terminales                                        ;APP 6 16GB                                        
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          19;         187;          5;Terminales                                        ;APP 6 64GB                                        
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           2;          11;          5;Terminales                                        ;APP 6 Plus 16GB                                   
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           9;          44;          5;Terminales                                        ;APP 6S 128GB                                      
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;         205;         932;          5;Terminales                                        ;APP 6S 16GB                                       
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;         113;         524;          5;Terminales                                        ;APP 6S 64GB                                       
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          45;         124;          5;Terminales                                        ;APP 6S PLUS 16GB                                  
2015-11-27;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          16;         122;          5;Terminales                                        ;APP 6S PLUS 64GB                                  
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           5;          84;          6;Peru                                              ;APP 6 Plus 16GB                                   
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           1;           8;          6;Terminales                                        ;APP 4S 8GB                                        
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           0;           1;          6;Terminales                                        ;APP 5C 16GB                                       
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          12;          36;          6;Terminales                                        ;APP 5C 8GB                                        
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          70;        2298;          6;Terminales                                        ;APP 5S 16GB                                       
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           1;           1;          6;Terminales                                        ;APP 5S 32GB                                       
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           0;           1;          6;Terminales                                        ;APP 6 128GB                                       
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          82;        1436;          6;Terminales                                        ;APP 6 16GB                                        
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           1;         188;          6;Terminales                                        ;APP 6 64GB                                        
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           0;          11;          6;Terminales                                        ;APP 6 Plus 16GB                                   
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           1;          45;          6;Terminales                                        ;APP 6S 128GB                                      
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          88;        1020;          6;Terminales                                        ;APP 6S 16GB                                       
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;          11;         535;          6;Terminales                                        ;APP 6S 64GB                                       
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           3;         127;          6;Terminales                                        ;APP 6S PLUS 16GB                                  
2015-11-28;         48;Apple                                             ;iPhone y Premium      ;                0;           0;                 0;               0;           0;0,0                 ;0,0                 ;           2;         124;          6;Terminales                                        ;APP 6S PLUS 64GB                                  
2015-11-29;         48;Apple                                             ;iPhone y Premium      ;             1788;         733;               178;             911;        2699;73,3                ;217,2               ;           3;          87;          7;Peru                                              ;APP 6 Plus 16GB                                   
2015-11-29;         48;Apple                                             ;iPhone y Premium      ;               62;           0;                 0;               0;          62;S.C.                ;S.C.                ;           0;           0;          7;Terminales                                        ;APP 3GS 32GB                                      
